Domain,Company,Website,Location,Contact,Rating,Review Count,Hourly Rate,Min Project Size,Employee Size
Logo Design,raven + crow studio,http://ravenandcrowstudio.com/,"Los Angeles, CA",+1.323.645.7018,5.0,2 reviews,$100 - $149 / hr,Undisclosed,2 - 9

Logo Design,Square Thunder!,https://www.squarethunder.com,"Fredericton, Canada",5064769515,5.0,1 review,$100 - $149 / hr,"$5,000+",2 - 9

Logo Design,Rebell Studio,https://rebellstudio.pl,"Poznań, Poland",+48 603051944,5.0,4 reviews,$50 - $99 / hr,"$1,000+",2 - 9

Logo Design,Unparallel Brand + Design,https://www.unparallel.com,"Toronto, Canada",647-342-3229,5.0,4 reviews,$50 - $99 / hr,"$5,000+",2 - 9

Logo Design,Infinia Group,https://www.infiniagroup.com/,"New York, NY",212.463.5100,5.0,6 reviews,Undisclosed,"$5,000+",10 - 49

Logo Design,Direct Design,http://directdesign.hr,"Dubrava, Zagreb County, Croatia",091 751 6324,5.0,5 reviews,< $25 / hr,"$1,000+",2 - 9

Logo Design,Sphinxly,https://www.sphinxly.se,"Stockholm, Sweden",,5.0,2 reviews,$100 - $149 / hr,Undisclosed,10 - 49

Logo Design,Tholön,https://tholon.com/,"Ciudad Autónoma de Buenos Aires, Argentina",+541147862456,5.0,2 reviews,$50 - $99 / hr,"$1,000+",2 - 9

Logo Design,Two Bridges Design,https://www.twobridges.design,"Denver, CO",8435579357,5.0,6 reviews,$150 - $199 / hr,"$5,000+",2 - 9

Logo Design,GH Branding,http://www.ghbranding.com.br,"Santa Rosa, Brazil",555535123046,5.0,1 review,$100 - $149 / hr,"$5,000+",10 - 49

Logo Design,Logozila,http://www.logozila.com,"Orlando, FL",(888) 730-3477,5.0,2 reviews,$25 - $49 / hr,"$1,000+",10 - 49

Logo Design,Coruscate Solutions Pvt Ltd,https://www.coruscatesolution.com/,"Surat, India",(0261)-255-5553,4.83,3 reviews,$25 - $49 / hr,"$10,000+",50 - 249

Logo Design,ZURB,https://zurb.com/,"Campbell, CA",(650) 533-0469,5.0,1 review,Undisclosed,"$5,000+",10 - 49

Logo Design,Explore Agency,https://explore.agency,"Toronto, Canada",4164560428,5.0,5 reviews,$150 - $199 / hr,"$10,000+",2 - 9

Logo Design,Atelier LKS,https://atelierlks.com,"Providence, RI",4012739118,5.0,3 reviews,$100 - $149 / hr,"$1,000+",2 - 9

Logo Design,The Great Field,https://www.thegreatfield.co.uk/,"Braunton, United Kingdom",01271814207,5.0,9 reviews,Undisclosed,"$5,000+",2 - 9

Logo Design,King Tide,http://kingtide.la,"West Hollywood, CA",,4.88,4 reviews,$100 - $149 / hr,"$10,000+",10 - 49

Logo Design,OurStudio,https://www.ourstud.io,"Dallas, TX",214-845-2327,5.0,1 review,Undisclosed,"$5,000+",2 - 9

Logo Design,Design Womb,http://designwomb.com,"Chicago, IL",415.294.1714,4.67,3 reviews,$200 - $300 / hr,"$5,000+",2 - 9

Logo Design,the brand team™️,http://thebrandteam.com,"Athens, Greece",2106825668,5.0,1 review,$100 - $149 / hr,"$10,000+",2 - 9

Logo Design,revamp.design,http://www.revamp.design,"Târnăveni, Romania",+40 745510297,4.91,11 reviews,$50 - $99 / hr,"$1,000+",2 - 9

Logo Design,Hot Dog Marketing,https://hotdogmarketing.net/,"Round Rock, TX",+1.512.537.6575,5.0,7 reviews,$100 - $149 / hr,"$5,000+",10 - 49

Logo Design,Techzo,https://www.techzo.us,"Skokie, IL",7085154753,5.0,9 reviews,$50 - $99 / hr,"$5,000+",10 - 49

Logo Design,Vowels Branding LLC,https://vowels.ae/,"Dubai, United Arab Emirates",+919785840004,5.0,3 reviews,Undisclosed,"$1,000+",2 - 9

Logo Design,Bartlett Interactive,https://www.bartlettinteractive.com/,"Concord, MA",+1.978.369.2472,5.0,1 review,$100 - $149 / hr,"$5,000+",2 - 9

Logo Design,Design Shifu,https://designshifu.com/,"Little Rock, AR",+18006547461,5.0,4 reviews,< $25 / hr,"$1,000+",10 - 49

Logo Design,All My Web Needs,https://allmywebneeds.com/,"Nashville, TN",615.538.7483,5.0,3 reviews,$100 - $149 / hr,"$1,000+",2 - 9

Logo Design,Horizon Media Group,http://horizonmediagroup.com/,"Paducah, KY",+1.270.442.0428,5.0,1 review,Undisclosed,Undisclosed,2 - 9

Logo Design,VerdanaBold,https://www.verdanabold.com,"Chicago, IL",1-773-682-8989,5.0,5 reviews,$100 - $149 / hr,"$5,000+",2 - 9

Logo Design,Noble Intent Studio,https://nobleintentstudio.com/,"San Diego, CA",+1.619.719.1769,5.0,4 reviews,$100 - $149 / hr,"$5,000+",2 - 9

Logo Design,Awkward Media,http://awkward-media.com,"Toronto, Canada",6478491082,4.9,5 reviews,$50 - $99 / hr,"$1,000+",10 - 49

Logo Design,"Creative Repute®, LLC",http://creativerepute.com/,"Philadelphia, PA",2156901185,4.9,5 reviews,$200 - $300 / hr,Undisclosed,10 - 49

Logo Design,Thompson & Prince,http://www.thompsonandprince.com,"Raleigh, NC",2526719179,4.91,28 reviews,$150 - $199 / hr,"$1,000+",2 - 9

Logo Design,Cherry Digital Agency,https://cherrydigitalagency.com/,"Chișinău, Moldova",+37322997736,5.0,1 review,$25 - $49 / hr,"$5,000+",10 - 49

Logo Design,Applied Wonder,http://appliedwonder.in,"Bengaluru, India",+91-99863 32799,5.0,1 review,$200 - $300 / hr,"$5,000+",2 - 9

Logo Design,Xplode Marketing,https://www.xplodemarketing.com,"Sarasota, FL",(941) 217-8207,5.0,5 reviews,$100 - $149 / hr,"$10,000+",2 - 9

Logo Design,Lien Design,http://www.liendesign.com/,"San Diego, CA",,5.0,3 reviews,$100 - $149 / hr,"$5,000+",2 - 9

Logo Design,Graffino,https://graffino.com/,"Sibiu, Romania",+40754372780,4.93,15 reviews,$50 - $99 / hr,"$5,000+",10 - 49

Logo Design,DO:BETTER,https://www.dobetterhere.com,"Ann Arbor, MI",734-369-8033,5.0,1 review,$100 - $149 / hr,"$5,000+",2 - 9

Logo Design,celerart.,http://celerart.com/,"Kyiv, Ukraine",00000000,4.92,6 reviews,$50 - $99 / hr,"$5,000+",10 - 49

Logo Design,Geometric Digital Agency,https://geometric.agency/,"Odesa, Ukraine",+380634367909,5.0,5 reviews,$25 - $49 / hr,"$1,000+",10 - 49

Logo Design,Liquid Designs,http://www.LiquidDesigns.in,"Gurugram, India",+919810349472,5.0,2 reviews,$25 - $49 / hr,"$1,000+",2 - 9

Logo Design,Eben Advertising,http://www.eben.ro,"Sibiu, Romania",0747815589,5.0,2 reviews,$50 - $99 / hr,"$1,000+",2 - 9

Logo Design,Willow & Blake,http://www.willowandblake.com,"Richmond, Australia",+613 90485480,5.0,4 reviews,$200 - $300 / hr,"$10,000+",2 - 9

Logo Design,E Graphics LLC,http://www.egraphicsllc.com,"Grangeville, ID",2085190834,5.0,1 review,Undisclosed,Undisclosed,Freelancer
